db80fbb9728e5df343f47bfd2fc426f7,3
8938cbf318d05cf44854921d37f7e048,0
7d3fc73ccd968863e40d907aaaf9adfd,1
2a0eff86efdf60a89a682a6d0e92c30,0
a16a6d438d57667bd3299846d5c00f08,0
5d45378d9d2e11ff497df23b9b74f339,0
c6a53b628582ebf711b6ed247d7b327b,0
14a8f8abe72c6966fd2d8538d9735dd9,0
262020e2d4384d3f7ff6ace05b36a5,0
f4d0e1be9884f45cd2fc64a9331b7788,0
2367a0e01767df36dc40b058754deaf8,0
1b9a0823d8e0ed84b664456ac8cd75a6,1
f8d31ad894826ece35836c728d324152,0
2b17018d988fbc456c63b8b48495261a,0
b8856846ffd99c10d60fb7e662fdd9,0
4e714a627c5cb5ec5c3654528317cdb2,0
c85e97bef85ed729496eff1a816f248d,0
d0b38b27495542461b02cde7e81f0fc3,1
8361e67248bf5b8391e33af9e1f3def4,0
e690b8309d7b34bb3cc5c2b17dc81196,0
4b2119939de4f6e892cc1f9d231c0f76,0
e46596cc63efe6f8bee2958e154aa7ab,0
ec9d241cddcdb149f5a6ec2a96a47435,0
354ad3a68145a0d8f92bda4d2acbf258,1
55abd427263bc2267f98595f18a6210f,2
709511029d5df8f0edf56034a4a83dcb,2
df8714a02734fbb0f46e9abf06c1f12e,0
26565ecbfb2568e635940909bf4c7550,0
5640a5c88e698338dbd1b63b4e2df39d,0
ecc9a9a8724cf03636daed32b2e13a7f,0
719247f55d610618ebddcb9d9a6a8f8f,0
d9e3a8c4f093d66f3e474b0005d777b5,2
33c8946d6f3309a4f90e92bb95494,0
43331224b618033f2cba66dc6aeabcd4,0
d2b15ccec200fb004648b8db22f91655,0
9dd91ad8d34c249970521b3539fadd3f,0
ab6f5f7b138cd685bda72093f9b5aa73,0
417f87a1ec01ac754ca84d60642ec7e8,0
d56f9f6d63b1fd0d812e3ecbeaae3980,0
d904156735b9aef28053a16530c1687,0
27b6c02c0ae7d44e60fdcc1483180fd1,0
5d4db38efb220efbd1cdb01b102e374e,1
7b7fd40248ee976c391e4d6c585a697a,0
ed2592a70e49a283f04a4560b57187d9,1
cdde9cb1f21676d12dd8e5d33382e245,1
36c40e8bd123ab8659eca69a6ee3e3b,0
162413f98e2184d35b801d9acf8d2f94,1
70f408c759664b953f99a25d2bc1902,2
7807caccf26f7845e5cf802ea0702182,3
8127d2e8d37351f87c30e0e81befa295,1
86f04d19c923fb4cdc839147f1efce1b,0
88629d904377906e75e93ae4af2fee42,0
8b2847103757d670af4e8812cf1b9e1,0
a2c81b5c0ce9231245bc5a3234295587,3
bf0c438a63d5eea893dc60b4ae0a44e,1
cf07c06034a7b361e3f7a74e12a274ef,0
1c79879f2d056f3f3d1186ce59aba25a,0
64c26ea2c78542a118ae0d1972273adf,0
70d4eae74d37ac7dfbbdf8c1d08829c,0
7cd791ca7e440bed3d1186ce59aba25a,0
9370616d2f174b374cd3082b224d390a,0
d2682afc21ae32584c51ad37c13d25a8,1
e3df1430388e46d8e33fad8ceb05ae2b,0
46000d9cdbab4aa8c8757e7eb90e558a,0
90cd1d5e2f33888ebe9fa30bb5c5d8b5,0
881756250fe9a7fa5fceaa39a8353bde,0
18501a35a40939449359bfb5c0ce2bf3,0
5305f5138855dbc58aaae3d020f5ddf8,0
244d019df47b3d3fa1580e4942a1e932,1
3f7687103941a9318b65dd205be0c282,1
ebcb6ca3efdc1e4b80dbca6e7b64a4bc,0
86d8257cb63cf1cb29c4be4831583165,0
499be58242407271391e4d6c585a697a,0
e18b448f7e5f6ecc1baf720a45fc5c38,0
1dffc3840500e89ab8e1b99345a5afd4,0
39f04e9c22b0d0cf2c4b0d505faea008,0
ab842d37391314099463110f77bc861,0
8aaab0bc8f65c414738e43095496b061,0
7f68a0f48f72b6bed810b14a81e12eca,0
1077080c3c8c6c71bf4af39142c10db1,0
c0970c1e14ba58a28d2d730aebe7865d,1
c8decbc9b8b20565c525fc212bb76836,0
8c1775d71c36f89d6ca407465d3c74d7,3
219082556f24fd1f105b4c939ec33bd,0
9cd441d494687897db008301904a0d6e,0
e025274cd3378c2faca0e06ad87d3c4a,0
cc07c9a3ad83e163e0fee7252d734e61,0
a63805ab904dd097f7e3d27650f0be7b,0
9d62879ff7cce4ff8915f3ba2effd3ed,1
7a0b6685a30298fb8ae8d7de284e7d2,0
24cf4986a3bd5e8377ed47d7aac60427,0
ee4e9fe62d6df973244473c1916c01a3,0
6c3fd211ccf0789c2846fa729d90e125,0
43e3da7acd808efe95235f96cfddf39f,0
bba4649a89a9b517c10555abb2efb430,0
7418459c5bda57f35836c728d324152,0
c6575b4c39a341c698d5fc0473d00a1c,2
9d547553b8b68c062f3110a733450426,0
1e89523035f87d0e770b3ff04033be4b,0
50a33d7afeb81fdc45efc2a4540bf41,2
ab777cc03ea213f189223d36bb4533db,1
159050197b7058b936c8b9bf2576aca2,0
bb7b84067871a7955b244267d2e374b2,1
d3196bc71d782c3a39d9bff0bc23404e,0
8a97f8e4afc8c1e3d810b14a81e12eca,0
b63ab8d3dd4eee098d95727c923f3722,0
652fdb524199d6d3d6861244c57327ec,0
b7528ab1a9a82b41ef9d1c9c82a57477,0
c06a4b0f57cac2b020afdc30846c0661,1
d8b70c1842e44d586e2e087f323d08e7,0
ec68e1edbb7e9bc7e93cebb6ba9ca43e,0
2c7580e51c2c5d26fc70366c4d49a9ae,0
98ad8f5aad0c12ad361c6d610514e3bc,0
adff31b7af3ba7224efdff74e51e15ec,2
9782534a66a1f51d3dad974dc098fa1,3
45be49f893ced3dcce95d4f87db23638,0
5f1437b18cec7dde97a7520540a0e77,0
bcc14b683930f8d33924adb2bfcfed72,0
ba52d8aed2dd75bba75f2876a99ed045,0
d2b7b6ecf910ec6e60bd00cf60d56a5,1
7170910538470c80738e43095496b061,0
1359d27a3d2dd1e6616b1821375380fe,1
385c078fc97e004445e347cbfcc5715e,3
8c4db8618f458b062e5325f0ce7656f,0
a6681ac778c7c314843f1df79528e538,2
bdf21e44f61f23b4a8699b6183baa203,1
a6c192247329a32e6a19b0779ac03754,0
e15d98f37565adbe650ec61be62e0cd4,0
36179e51944bd454e9186c52976f79ea,0
99f9fefc9dad89a7738e43095496b061,0
ff13eb803e9f453f273c26f5dfc703ce,0
1c123801cd052c833bd248747cb27ae2,1
e3287950481e9811cf48ae153052b71a,0
77e03976667383c3d810b14a81e12eca,0
74b141b5e4f5af166388b3cd824d9a9,0
52a74b32b7f821573a4942768501ab9f,0
213dbdf39a75ec331e93ca76287e533,2
65f9103ab7a64e83cb7105765410e2d6,3
ece476ee957a099f5c5fd2c2f381b61,0
7c1ffbd140326d173b48b1d429349fd1,0
f82a8bff8cd27cc91c19e7863a1c200b,0
820682f4224f80231c19e7863a1c200b,0
7f6ddb13d3b8c07c1c19e7863a1c200b,0
2ba5c76821cd4e021c19e7863a1c200b,0
1438cbb6c92e0b061c19e7863a1c200b,3
72156180d6df41fd9523f69ac462adf0,0
718679874bec63183c9bc0d98cd0376e,0
f388aed5bf9d54aa5ea056392b09e8bb,0
e88b21faa1d937f3695cf5feae151847,1
bba5278b8007e2e32d7d0186d6bf7d51,1
6137e19255f71a0a26700e14156d231c,1
9330bd524773fa17915e97a8e8ae6c48,0
984d818fe6b86a5b63915d3d0e86b8e1,1
b4fd5d835068ce944f51da241cce6665,0
bb5fa1778a743dfa276b6f6d90ee3a83,1
db8756b02359c6553f28718dab796f68,0
efe2bb181502eac1f3c9c1464e55d580,0
f86c1da9ed243ff055f46d55537192b6,1
f201949c0dda436f96d5fa1ee6ada8d1,0
25407533edec57f343638dabe1eb5336,0
4784f714476e908843638dabe1eb5336,0
234ca609205d8d80a1e28099cf3c0efc,0
269c6392b69b7e9caadbf8208284c675,0
822688a303b7c9d0d6944324b21393b5,2
a02b052927a00a58568f5d1b69b4d09f,2
bf767ebd7ed875e7568f5d1b69b4d09f,0
cffb55a559fa4f0ead8e5e47362bc281,1
977fd5e5b1df1bcde6fe3612af521500,0
81f049a3410c8d295833b7f8c91b5b48,0
142f1bd1987ce39e35836c728d324152,0
623f7f9c6dbd05b6c6f8e35ca201f3ad,0
2af7fd82220958396a7fef47a322d12c,0
92e88955a97ad99cb3475bdf95499286,0
fd13e22a5699a2a6e4e46e7bb593e0e4,0
319479919663030517f7724a70577dad,0
4be0f809a66f1797ad9d8182e90fd7fb,1
